participant,question,questionText,truth,estimate
28,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,82.0
29,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,33.0
30,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
31,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
32,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
33,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
34,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
35,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
36,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
37,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
38,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,40.0
39,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,85.0
40,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
41,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
42,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
43,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
44,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,2.0
45,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,40.0
46,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
47,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
48,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,33.0
49,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
50,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
51,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
52,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
53,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
54,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
55,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
56,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,70.0
57,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
58,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,40.0
59,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,85.0
60,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,19.0
61,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,55.0
62,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
63,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,85.0
64,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,70.0
65,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
66,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
67,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,70.0
68,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
69,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,0.0
70,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,80.0
71,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
72,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
73,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,80.0
74,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
75,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
76,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,90.0
77,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
78,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,15.0
79,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,40.0
80,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,15.0
81,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
82,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
83,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
84,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
85,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,2.0
86,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
87,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
88,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
89,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
90,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
91,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,40.0
92,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,65.0
93,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,9.0
94,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
95,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
96,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,43.0
97,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,34.0
98,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
99,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
100,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
101,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
102,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,1.0
103,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,6.0
104,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
105,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
106,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,55.0
107,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,15.0
108,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
109,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
110,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
111,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,35.0
112,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
113,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
114,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,38.0
115,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,55.0
116,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,80.0
117,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
118,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
119,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,88.0
120,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
121,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
122,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,53.0
123,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,40.0
124,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
125,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
126,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
127,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
128,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,12.0
129,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,80.0
130,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
131,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
132,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,7.0
133,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
134,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
135,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
136,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,2.0
137,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
138,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
139,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,65.0
140,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
141,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,90.0
142,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
143,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
144,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,4.0
145,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
1,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,10.0
2,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,0.0
3,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,15.0
4,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,80.0
5,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,10.0
6,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,40.0
7,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,5.0
8,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,15.0
9,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,36.0
10,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,40.0
11,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,10.0
12,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,1.0
13,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,47.0
14,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,1.0
15,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,18.0
16,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,25.0
17,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,20.0
18,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,10.0
19,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,55.0
20,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,30.0
21,29,What percentage of games are at a 2-2 draw (tie) at full-time?,4.91,5.0
